Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
231951249,000004C4,false,Rx,0,8,45,42,FF,01,FF,FF,FF,FF,
231964252,000000A8,false,Rx,0,8,DB,0B,02,00,02,1F,03,02,
231966242,000000AA,false,Rx,0,8,E1,5B,03,00,B6,0B,80,96,
231967245,000000BE,false,Rx,0,5,AF,FF,FF,DB,FF,00,00,00,
231970250,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
231972246,000000C8,false,Rx,0,6,00,80,FD,00,80,D2,00,00,
231974250,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
231976241,0000019E,false,Rx,0,8,00,ED,80,FC,F0,00,00,FB,
231978244,000001A0,false,Rx,0,8,00,80,00,A0,FE,F7,8F,49,
231981244,00000130,false,Rx,0,5,45,42,39,BF,7B,00,00,00,
231992261,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
231993244,000001D0,false,Rx,0,8,5A,43,67,C6,BF,3D,3D,96,
231993250,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232014251,000001D2,false,Rx,0,6,E1,0F,FF,6D,F0,FF,00,00,
232016252,000001FC,false,Rx,0,2,A5,03,00,00,00,00,00,00,
232018257,0000032A,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
232023252,00000200,false,Rx,0,8,40,81,FC,04,00,00,00,00,
232031259,000002F0,false,Rx,0,2,34,F0,00,00,00,00,00,00,
232035257,000001B4,false,Rx,0,8,00,10,E2,F1,16,30,FC,DD,
232036258,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
232040246,000001A6,false,Rx,0,8,02,00,02,00,00,00,C4,F6,
232041248,000004C5,false,Rx,0,8,60,42,FF,FF,FF,FF,FF,FF,
232064254,000000A8,false,Rx,0,8,B6,F6,01,F0,01,1F,03,02,
232066248,000000AA,false,Rx,0,8,D7,76,03,00,91,0B,80,96,
232074252,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
232078251,000001A0,false,Rx,0,8,00,80,00,E0,FE,F7,DF,D9,
232081256,00000130,false,Rx,0,5,45,42,39,BF,8C,00,00,00,
232085259,00000315,false,Rx,0,2,E8,F1,00,00,00,00,00,00,
232092254,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232093257,00000581,false,Rx,0,8,40,5D,00,0D,FF,FF,FF,FF,
232094257,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232095256,000001D0,false,Rx,0,8,5A,43,68,C6,16,3E,3D,96,
232115256,000000C0,false,Rx,0,2,F6,FF,00,00,00,00,00,00,
232135262,000004E0,false,Rx,0,8,62,42,FF,01,FF,FF,FF,FF,
232136255,000001B4,false,Rx,0,8,00,10,E2,F2,16,30,FC,DE,
232140255,000001A6,false,Rx,0,8,02,00,02,00,00,00,54,F8,
232164259,000000A8,false,Rx,0,8,91,E1,01,E0,01,1F,03,02,
232166265,000000AA,false,Rx,0,8,CD,81,03,00,7D,0B,80,95,
232167254,000000BE,false,Rx,0,5,5F,FF,FF,DC,FF,00,00,00,
232170266,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
232172254,000000C8,false,Rx,0,6,00,80,FD,00,80,F2,00,00,
232174257,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
232176255,0000019E,false,Rx,0,8,00,ED,30,FC,F0,00,00,AB,
232178254,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,3F,29,
232181257,00000130,false,Rx,0,5,45,42,39,BF,9D,00,00,00,
232192265,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232192272,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232194257,000001D0,false,Rx,0,8,5A,43,69,C6,6B,3E,3D,96,
232214276,000001D2,false,Rx,0,6,E1,0F,FF,7D,F0,FF,00,00,
232216266,000001FC,false,Rx,0,2,A6,03,00,00,00,00,00,00,
232221266,000004E2,false,Rx,0,8,64,42,FF,01,FF,FF,FF,FF,
232223264,00000200,false,Rx,0,8,40,81,FC,00,00,00,00,00,
232236259,000001B4,false,Rx,0,8,00,10,E2,F3,16,30,FC,DF,
232240261,000001A6,false,Rx,0,8,02,00,02,00,00,00,E4,F9,
232264268,000000A8,false,Rx,0,8,3C,3B,02,30,02,1F,03,02,
232266260,000000AA,false,Rx,0,8,42,BB,03,00,B6,0B,80,96,
232274262,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
232278272,000001A0,false,Rx,0,8,00,80,00,10,FF,F7,8F,B9,
232281273,00000130,false,Rx,0,5,45,42,39,BF,AE,00,00,00,
232292265,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232292272,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232294274,00000581,false,Rx,0,8,40,5B,00,0D,FF,FF,FF,FF,
232295265,000001D0,false,Rx,0,8,5A,43,6A,C6,C2,3E,3D,96,
232315266,000000C0,false,Rx,0,2,F7,FF,00,00,00,00,00,00,
232316271,000004E4,false,Rx,0,8,65,42,FF,01,FF,FF,FF,FF,
232336281,000001B4,false,Rx,0,8,00,10,E2,F4,16,30,FC,E0,
232340272,000001A6,false,Rx,0,8,02,00,02,00,00,00,74,FB,
232364283,000000A8,false,Rx,0,8,B6,F6,01,F0,01,1F,03,02,
232366276,000000AA,false,Rx,0,8,C9,56,03,00,A4,0B,80,95,
232367276,000000BE,false,Rx,0,5,0F,FF,FF,DD,FF,00,00,00,
232370274,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
232372272,000000C8,false,Rx,0,6,00,80,FD,00,80,12,00,00,
232374272,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
232376275,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,00,00,4C,
232378278,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,DF,C9,
232381279,00000130,false,Rx,0,5,45,42,39,BF,C0,00,00,00,
232392274,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232392281,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232394281,000001D0,false,Rx,0,8,5A,43,6B,C6,18,3F,3D,96,
232414279,000001D2,false,Rx,0,6,E1,0F,FF,8D,F0,FF,00,00,
232416281,00000598,false,Rx,0,8,40,33,01,15,FF,FF,FF,FF,
232417268,000001FC,false,Rx,0,2,A7,03,00,00,00,00,00,00,
232419268,000004E5,false,Rx,0,8,67,42,FF,01,FF,FF,FF,FF,
232424278,00000200,false,Rx,0,8,40,81,FC,01,00,00,00,00,
232436283,000001B4,false,Rx,0,8,00,10,E2,F5,16,30,FC,E1,
232440272,000001A6,false,Rx,0,8,02,00,02,00,00,00,04,FD,
232464280,000000A8,false,Rx,0,8,D1,01,02,00,02,1F,03,02,
232466271,000000AA,false,Rx,0,8,B9,51,03,00,98,0B,80,96,
232474277,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
232478283,000001A0,false,Rx,0,8,00,80,00,B0,FE,F7,3F,09,
232481272,00000130,false,Rx,0,5,45,42,39,BF,D1,00,00,00,
232492288,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232492295,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232494282,000001D0,false,Rx,0,8,5A,43,6C,C6,6E,3F,3D,96,
232495282,00000581,false,Rx,0,8,40,4C,00,0D,FF,FF,FF,FF,
232506282,000004E7,false,Rx,0,8,6D,52,FF,01,FF,FF,FF,FF,
232514276,000001B6,false,Rx,0,7,FF,FF,3C,02,81,00,54,00,
232515280,000000C0,false,Rx,0,2,F8,FF,00,00,00,00,00,00,
232536290,000001B4,false,Rx,0,8,00,10,E2,F6,16,30,FC,E2,
232537280,00000328,false,Rx,0,6,10,AD,1D,00,16,20,00,00,
232540279,000001A6,false,Rx,0,8,02,00,02,00,00,00,94,FE,
232564297,000000A8,false,Rx,0,8,9A,EA,01,E0,01,1F,03,02,
232566288,000000AA,false,Rx,0,8,EF,7B,03,00,A4,0B,80,96,
232567280,000000BE,false,Rx,0,5,AF,FF,FF,DE,FF,00,00,00,
232570286,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
232572289,000000C8,false,Rx,0,6,00,80,FD,00,80,32,00,00,
232574289,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
232576281,0000019E,false,Rx,0,8,00,ED,80,FC,F0,00,00,FB,
232578283,000001A0,false,Rx,0,8,00,80,00,E0,FE,F4,8F,86,
232581281,00000130,false,Rx,0,5,45,42,39,BF,E2,00,00,00,
232592285,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232592291,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232594280,000001D0,false,Rx,0,8,5A,43,6D,C6,C3,3F,3D,96,
232605284,000004ED,false,Rx,0,8,6E,52,FF,01,FF,FF,FF,FF,
232615285,000001D2,false,Rx,0,6,E1,0F,FF,9D,F0,FF,00,00,
232616290,000001FC,false,Rx,0,2,A8,03,00,00,00,00,00,00,
232624282,00000200,false,Rx,0,8,40,81,FC,02,00,00,00,00,
232636283,000001B4,false,Rx,0,8,00,10,E2,F7,16,30,FC,E3,
232640287,000001A6,false,Rx,0,8,02,00,02,00,00,00,24,F0,
232664285,000000A8,false,Rx,0,8,B5,F5,01,F0,01,1F,03,02,
232666281,000000AA,false,Rx,0,8,F3,66,03,00,BD,0B,80,96,
232674286,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
232678294,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,DF,C9,
232681293,00000130,false,Rx,0,5,45,42,39,BF,F3,00,00,00,
232692305,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232692317,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232694288,000001D0,false,Rx,0,8,5A,43,6E,C6,1A,40,3D,96,
232708289,000004EE,false,Rx,0,8,70,52,FF,01,FF,FF,FF,FF,
232715298,000000C0,false,Rx,0,2,F9,FF,00,00,00,00,00,00,
232726297,000005C0,false,Rx,0,8,04,00,32,FF,FF,FF,F0,FF,
232736290,000001B4,false,Rx,0,8,00,10,E2,F8,16,30,FC,E4,
232740288,000001A6,false,Rx,0,8,02,00,02,00,00,00,B4,F1,
232742290,00000580,false,Rx,0,8,04,11,04,01,05,FF,00,F0,
232758294,00000306,false,Rx,0,2,00,F0,00,00,00,00,00,00,
232764294,000000A8,false,Rx,0,8,F0,10,02,10,02,1F,03,02,
232765297,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
232765303,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
232766285,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
232767298,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
232768298,000000AA,false,Rx,0,8,B4,91,03,00,54,0B,80,95,
232769298,000000BE,false,Rx,0,5,5F,FF,FF,DF,FF,00,00,00,
232770298,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
232772291,000000C8,false,Rx,0,6,00,80,FD,00,80,52,00,00,
232774293,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
232776289,0000019E,false,Rx,0,8,00,ED,30,FC,F0,00,00,AB,
232778290,000001A0,false,Rx,0,8,00,80,00,A0,FE,F7,3F,F8,
232779289,000001FE,false,Rx,0,2,C0,00,00,00,00,00,00,00,
232781292,0000026E,false,Rx,0,8,00,40,40,50,FF,FF,FF,FF,
232782296,00000130,false,Rx,0,5,45,42,39,BF,04,00,00,00,
232783293,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
232792296,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232792303,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232795290,000001D0,false,Rx,0,8,5A,43,60,C6,72,40,3D,96,
232809301,000004F0,false,Rx,0,8,72,42,FF,01,00,30,84,00,
232814302,000001D2,false,Rx,0,6,E1,0F,FF,AD,F0,FF,00,00,
232816289,000001FC,false,Rx,0,2,A9,03,00,00,00,00,00,00,
232825294,00000200,false,Rx,0,8,40,81,FC,03,00,00,00,00,
232831298,0000032E,false,Rx,0,8,FF,FF,FF,81,FF,FF,FF,FF,
232836297,000001B4,false,Rx,0,8,00,10,E2,F9,16,30,FC,E5,
232840295,000001A6,false,Rx,0,8,02,00,02,00,00,00,44,F3,
232864295,000000A8,false,Rx,0,8,DA,0A,02,00,02,1F,03,02,
232866295,000000AA,false,Rx,0,8,18,9B,03,00,AC,0B,80,96,
232874299,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
232878296,000001A0,false,Rx,0,8,00,80,00,10,FF,F7,8F,B9,
232881295,00000130,false,Rx,0,5,45,42,39,BF,15,00,00,00,
232892301,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232892307,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232894292,000004F2,false,Rx,0,8,73,42,FF,01,00,00,00,00,
232896304,000001D0,false,Rx,0,8,5A,43,61,C6,C9,40,3D,96,
232910301,000003BE,false,Rx,0,2,FE,FF,00,00,00,00,00,00,
232912301,000002A0,false,Rx,0,8,88,88,88,01,02,60,00,20,
232913302,000002FC,false,Rx,0,7,80,01,05,FF,FF,FF,FF,00,
232915297,000000C0,false,Rx,0,2,FA,FF,00,00,00,00,00,00,
232931300,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
232937294,000001B4,false,Rx,0,8,00,10,E2,FA,16,30,FC,E6,
232940306,000001A6,false,Rx,0,8,02,00,02,00,00,00,D4,F4,
232964306,000000A8,false,Rx,0,8,D4,85,01,80,01,1F,03,02,
232966306,000000AA,false,Rx,0,8,C3,46,03,00,AE,0B,80,95,
232967308,000000BE,false,Rx,0,5,0F,FF,FF,E0,FF,00,00,00,
232970305,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
232972301,000000C8,false,Rx,0,6,00,80,FD,00,80,72,00,00,
232974302,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
232976300,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,00,00,4C,
232978299,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,DF,C9,
232981300,00000130,false,Rx,0,5,45,42,39,BF,26,00,00,00,
232982301,000003BD,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
232983296,000000E6,false,Rx,0,8,80,FF,E7,FC,FF,FF,FF,FF,
232984297,000000EE,false,Rx,0,8,80,FF,E7,FC,FF,FF,FF,FF,
232992297,000004F3,false,Rx,0,8,78,42,FF,01,FF,FF,FF,FF,
232993305,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232993310,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
232995296,000001D0,false,Rx,0,8,5A,43,62,C6,22,41,3D,96,
233014300,000001D2,false,Rx,0,6,E1,0F,FF,BD,F0,FF,00,00,
233016300,000001FC,false,Rx,0,2,AA,03,00,00,00,00,00,00,
233018302,0000032A,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
233025304,00000200,false,Rx,0,8,40,81,FC,04,00,00,00,00,
233031297,000002D5,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
233037309,000001B4,false,Rx,0,8,00,10,E2,FB,16,30,FC,E7,
233038310,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
233041299,000001A6,false,Rx,0,8,02,00,02,00,00,00,64,F6,
233064300,000000A8,false,Rx,0,8,70,D0,01,D0,01,1F,03,02,
233066303,000000AA,false,Rx,0,8,B3,41,03,00,A2,0B,80,96,
233074311,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
233078310,000001A0,false,Rx,0,8,00,80,00,E0,FE,F7,3F,39,
233081312,00000130,false,Rx,0,5,45,42,39,BF,37,00,00,00,
233082300,000004F8,false,Rx,0,8,00,42,FF,01,FF,FF,FF,FF,
233092308,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233092314,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233095313,000001D0,false,Rx,0,8,5A,43,63,C6,7B,41,3D,96,
233115315,000000C0,false,Rx,0,2,FB,FF,00,00,00,00,00,00,
233138323,000001B4,false,Rx,0,8,00,10,E2,FC,16,30,FC,E8,
233140306,000001A6,false,Rx,0,8,02,00,02,00,00,00,F4,F7,
233160313,00000480,false,Rx,0,8,40,42,FF,01,FF,FF,FF,FF,
233164306,000000A8,false,Rx,0,8,7A,DA,01,D0,01,1F,03,02,
233166316,000000AA,false,Rx,0,8,F2,5A,03,00,C9,0B,80,95,
233168304,000000BE,false,Rx,0,5,AF,FF,FF,E1,FF,00,00,00,
233170313,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
233172314,000000C8,false,Rx,0,6,00,80,FD,00,80,92,00,00,
233174306,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
233176313,0000019E,false,Rx,0,8,00,ED,80,FC,F0,00,00,FB,
233178305,000001A0,false,Rx,0,8,00,80,00,D0,FE,F4,8F,76,
233181317,00000130,false,Rx,0,5,45,42,39,BF,48,00,00,00,
233192315,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233192325,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233196319,000001D0,false,Rx,0,8,5A,43,64,C6,D3,41,3D,96,
233208321,00000596,false,Rx,0,8,40,41,01,31,FF,FF,FF,FF,
233214317,000001D2,false,Rx,0,6,E1,0F,FF,CD,F0,FF,00,00,
233216320,000001FC,false,Rx,0,2,AB,03,00,00,00,00,00,00,
233226319,00000200,false,Rx,0,8,40,81,FC,00,00,00,00,00,
233238313,000001B4,false,Rx,0,8,00,10,E2,FD,16,30,FC,E9,
233240307,000001A6,false,Rx,0,8,02,00,02,00,00,00,84,F9,
233245312,000004C0,false,Rx,0,8,41,42,FF,01,00,01,FA,02,
233264315,000000A8,false,Rx,0,8,55,C5,01,C0,01,1F,03,02,
233266314,000000AA,false,Rx,0,8,E2,65,03,00,AE,0B,80,95,
233274310,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
233278314,000001A0,false,Rx,0,8,00,80,00,B0,FE,F7,DF,A9,
233281322,00000130,false,Rx,0,5,45,42,39,BF,59,00,00,00,
233292318,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233292323,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233296312,000001D0,false,Rx,0,8,5A,43,65,C6,29,42,3D,96,
233315325,000000C0,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
233338332,000001B4,false,Rx,0,8,00,10,E2,FE,16,30,FC,EA,
233340326,000001A6,false,Rx,0,8,02,00,02,00,00,00,14,FB,
233346319,00000592,false,Rx,0,8,01,03,95,FF,FF,FF,FF,FF,
233347327,000004C1,false,Rx,0,8,43,52,FE,01,FF,FF,FF,FF,
233351327,00000395,false,Rx,0,5,0A,08,50,64,FF,00,00,00,
233364321,000000A8,false,Rx,0,8,D0,00,02,00,02,1F,03,02,
233366322,000000AA,false,Rx,0,8,CC,40,03,00,BD,0B,80,95,
233367317,000000BE,false,Rx,0,5,5F,FF,FF,E2,FF,00,00,00,
233370323,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
233372329,000000C8,false,Rx,0,6,00,80,FD,00,80,B2,00,00,
233374320,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
233376327,0000019E,false,Rx,0,8,00,ED,30,FC,F0,00,00,AB,
233378321,000001A0,false,Rx,0,8,00,80,00,A0,FE,F7,3F,F8,
233381328,00000130,false,Rx,0,5,45,42,39,BF,6A,00,00,00,
233392346,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233392363,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233396329,000001D0,false,Rx,0,8,5A,43,66,C6,7E,42,3D,96,
233414338,000001D2,false,Rx,0,6,E1,0F,FF,DD,F0,FF,00,00,
233416318,000001FC,false,Rx,0,2,AC,03,00,00,00,00,00,00,
233424333,000002BA,false,Rx,0,5,00,00,00,00,20,00,00,00,
233426327,00000200,false,Rx,0,8,40,81,FC,01,00,00,00,00,
233438332,000001B4,false,Rx,0,8,00,10,E2,F0,16,30,FC,DC,
233440330,000001A6,false,Rx,0,8,02,00,02,00,00,00,A4,FC,
233446329,000004C3,false,Rx,0,8,44,42,FF,01,FF,FF,FF,FF,
233464324,000000A8,false,Rx,0,8,BA,FA,01,F0,01,1F,03,02,
233466319,000000AA,false,Rx,0,8,E2,6A,03,00,A9,0B,80,95,
233474323,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
233478329,000001A0,false,Rx,0,8,00,80,00,10,FF,F7,8F,B9,
233481320,00000130,false,Rx,0,5,45,42,39,BF,7B,00,00,00,
233492332,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233492339,0000024A,false,Rx,0,2,06,FF,00,00,00,00,00,00,
233493329,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233496326,000001D0,false,Rx,0,8,5A,43,67,C6,D2,42,3D,96,
233515336,000000C0,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
233516331,000001B6,false,Rx,0,7,FF,FF,3C,02,7D,00,54,00,
233531333,000004C4,false,Rx,0,8,45,42,FF,01,FF,FF,FF,FF,
233538330,00000328,false,Rx,0,6,11,AD,1D,00,16,20,00,00,
233539333,000001B4,false,Rx,0,8,00,10,E2,F1,16,30,FC,DD,
233540333,000001A6,false,Rx,0,8,02,00,02,00,00,00,34,FE,
233564335,000000A8,false,Rx,0,8,95,E5,01,E0,01,1F,03,02,
233566328,000000AA,false,Rx,0,8,E2,85,03,00,8E,0B,80,95,
233568331,000000BE,false,Rx,0,5,0F,FF,FF,E3,FF,00,00,00,
233570321,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
233572322,000000C8,false,Rx,0,6,00,80,FD,00,80,D2,00,00,
233574325,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
233576334,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,00,00,4C,
233578335,000001A0,false,Rx,0,8,00,80,00,E0,FE,F7,DF,D9,
233581328,00000130,false,Rx,0,5,45,42,39,BF,8C,00,00,00,
233592326,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233592334,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233597323,000001D0,false,Rx,0,8,5A,43,68,C6,26,43,3D,96,
233614329,000001D2,false,Rx,0,6,E1,0F,FF,ED,F0,FF,00,00,
233616326,000001FC,false,Rx,0,2,AD,03,00,00,00,00,00,00,
233625337,000004C5,false,Rx,0,8,60,42,FF,FF,FF,FF,FF,FF,
233627326,00000200,false,Rx,0,8,40,81,FC,02,00,00,00,00,
233639333,000001B4,false,Rx,0,8,00,10,E2,F2,16,30,FC,DE,
233640324,000001A6,false,Rx,0,8,02,00,02,00,00,00,C4,FF,
233664338,000000A8,false,Rx,0,8,F0,10,02,10,02,1F,03,02,
233666329,000000AA,false,Rx,0,8,09,C0,03,00,79,0B,80,95,
233674341,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
233676329,00000314,false,Rx,0,3,11,02,FF,00,00,00,00,00,
233678332,000001A0,false,Rx,0,8,00,80,00,E0,FE,F7,3F,39,
233681338,00000130,false,Rx,0,5,45,42,39,BF,9D,00,00,00,
233692334,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233692341,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233697331,000001D0,false,Rx,0,8,5A,43,69,C6,7A,43,3D,96,
233715336,000000C0,false,Rx,0,2,FE,FF,00,00,00,00,00,00,
233720331,000004E0,false,Rx,0,8,62,42,FF,01,FF,FF,FF,FF,
233740348,000001A6,false,Rx,0,8,02,00,02,00,00,00,54,F1,
233741340,000001B4,false,Rx,0,8,00,10,E2,F3,16,30,FC,DF,
233758346,00000306,false,Rx,0,2,00,F0,00,00,00,00,00,00,
233764335,000000A8,false,Rx,0,8,BB,7A,02,70,02,1F,03,02,
233765327,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
233766329,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
233767328,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
233767335,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
233768328,000000AA,false,Rx,0,8,63,DB,03,00,B8,0B,80,95,
233770332,000000BE,false,Rx,0,5,AF,FF,FF,E4,FF,00,00,00,
233771341,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
233772328,000000C8,false,Rx,0,6,00,80,FD,00,80,F2,00,00,
233774332,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
233776334,0000019E,false,Rx,0,8,00,ED,80,FC,F0,00,00,FB,
233778337,000001A0,false,Rx,0,8,00,80,00,00,FF,F4,8F,A6,
233779334,000001FE,false,Rx,0,2,C0,00,00,00,00,00,00,00,
233781334,00000130,false,Rx,0,5,45,42,39,BF,AE,00,00,00,
233783338,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
233792346,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233792352,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233797340,000001D0,false,Rx,0,8,5A,43,6A,C6,CF,43,3D,96,
233814337,000001D2,false,Rx,0,6,E1,0F,FF,0D,F0,FF,00,00,
233816342,000001FC,false,Rx,0,2,AE,03,00,00,00,00,00,00,
233821331,000004E2,false,Rx,0,8,64,42,FF,01,FF,FF,FF,FF,
233827332,00000200,false,Rx,0,8,40,81,FC,03,00,00,00,00,
233831341,0000032E,false,Rx,0,8,FF,FF,FF,81,FF,FF,FF,FF,
233840341,000001A6,false,Rx,0,8,02,00,02,00,00,00,E4,F2,
233842334,000001B4,false,Rx,0,8,00,10,E2,F4,16,30,FC,E0,
233864335,000000A8,false,Rx,0,8,35,B5,01,B0,01,1F,03,02,
233866344,000000AA,false,Rx,0,8,DF,35,03,00,DA,0B,80,96,
233874344,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
233878340,000001A0,false,Rx,0,8,00,80,00,A0,FE,F7,DF,99,
233881344,00000130,false,Rx,0,5,45,42,39,BF,C0,00,00,00,
233892338,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233893343,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233898347,000001D0,false,Rx,0,8,5A,43,6B,C6,24,44,3D,96,
233914350,000004E4,false,Rx,0,8,65,42,FF,01,FF,FF,FF,FF,
233915340,000000C0,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
233931340,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
233940343,000001A6,false,Rx,0,8,02,00,02,00,00,00,74,F4,
233942334,000001B4,false,Rx,0,8,00,10,E2,F5,16,30,FC,E1,
233964355,000000A8,false,Rx,0,8,D0,00,02,00,02,1F,03,02,
233966336,000000AA,false,Rx,0,8,B5,30,03,00,B6,0B,80,95,
233968348,000000BE,false,Rx,0,5,5F,FF,FF,E5,FF,00,00,00,
233970339,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
233972343,000000C8,false,Rx,0,6,00,80,FD,00,80,12,00,00,
233974343,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
233976336,0000019E,false,Rx,0,8,00,ED,30,FC,F0,00,00,AB,
233978340,000001A0,false,Rx,0,8,00,80,00,E0,FE,F7,3F,39,
233981346,00000130,false,Rx,0,5,45,42,39,BF,D1,00,00,00,
